Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
I,0.615,0.475,small,0.8425,0.353,0.1915,0.251,8
F,0.46,0.355,small,0.45799999999999996,0.192,0.1055,0.13,13
I,0.31,0.215,tiny,0.1275,0.0565,0.0275,0.036000000000000004,7
F,0.69,0.535,large,1.8259999999999998,0.797,0.409,0.499,11
M,0.615,0.47,medium,1.0875,0.4975,0.28300000000000003,0.2685,9
M,0.685,0.55,large,1.7725,0.813,0.387,0.49,11
I,0.39,0.285,tiny,,0.1275,0.062,0.077,7
F,0.665,0.53,large,1.4909999999999999,0.6345,0.342,0.435,10
M,0.495,0.4,medium,0.8085,0.2345,0.1155,0.35,6
F,0.635,0.495,large,1.2109999999999999,0.7070000000000001,0.2725,0.32299999999999995,9
M,0.435,0.335,tiny,0.4385,0.2075,0.0715,0.1315,7
I,0.525,0.4,small,0.5655,0.2435,0.11900000000000001,0.175,8
F,0.705,0.56,large,2.381,0.9915,0.5005,0.624,10
F,0.585,0.45,small,0.8740000000000001,0.3545,0.2075,0.225,6
M,0.62,0.49,medium,1.1,0.505,0.2475,0.31,9
F,0.705,0.53,large,1.564,0.612,0.39399999999999996,0.44,10
I,0.355,0.275,tiny,0.251,0.09699999999999999,0.053,0.08,7
M,0.64,0.495,large,1.139,0.5395,0.282,0.285,10
I,0.44,0.34,tiny,0.40700000000000003,0.209,0.0735,0.10300000000000001,7
M,0.67,0.515,medium,,0.526,0.285,0.316,11
F,0.55,0.43,small,0.84,0.375,0.218,0.1945,8
M,0.535,0.41,small,,0.2855,0.1525,0.32,14
M,0.57,0.475,large,1.0295,0.4635,0.1905,0.305,18
F,0.545,0.415,medium,,0.272,0.1455,0.2765,10
F,0.595,0.475,medium,1.148,0.444,0.214,0.37,10
F,0.575,0.465,large,1.099,0.4735,0.20199999999999999,0.35,9
M,0.57,0.43,small,1.0615,0.348,0.16699999999999998,0.31,15
I,0.42,0.31,tiny,0.2865,0.115,0.0735,0.085,8
M,0.565,0.43,medium,,0.4245,0.1735,0.21899999999999997,10
I,0.35,0.265,tiny,0.209,0.066,0.059000000000000004,0.075,9
I,0.58,0.445,small,0.7095,0.303,0.1405,0.235,9
F,0.52,0.43,medium,0.728,0.302,0.1575,0.235,11
F,0.53,0.395,tiny,0.5685,0.249,0.1375,0.161,9
F,0.57,0.465,large,,0.33899999999999997,0.2225,0.44,12
M,0.58,0.43,small,0.9115,0.446,0.2075,0.121,10
I,0.525,0.4,small,0.654,0.305,0.16,0.16899999999999998,7
I,0.56,0.445,medium,0.8320000000000001,0.3455,0.179,0.27899999999999997,9
I,0.36,0.27,tiny,0.196,0.0905,0.034,0.053,7
I,0.33,0.23,tiny,0.1695,0.079,0.026000000000000002,0.0505,6
F,0.72,0.59,large,1.7495,0.7755,0.4225,0.48,11
M,0.59,0.485,small,,0.39,0.182,0.29,16
M,0.71,0.555,large,2.14,1.2455,0.3725,0.434,11
M,0.555,0.455,small,0.8370000000000001,0.382,0.171,0.235,9
F,0.7,0.575,large,1.7975,0.7295,0.3935,0.5165,13
I,0.2,0.155,tiny,0.0435,0.0155,0.009000000000000001,0.006999999999999999,4
I,0.575,0.43,small,0.7425,0.2895,0.2005,0.22,8
M,0.255,0.195,tiny,0.08,0.0315,0.018000000000000002,0.027000000000000003,8
M,0.665,0.535,large,1.6059999999999999,0.5755,0.38799999999999996,0.48,14
I,0.42,0.33,tiny,0.35200000000000004,0.1635,0.08900000000000001,0.1,9
F,0.625,0.49,medium,0.92,0.43700000000000006,0.1735,0.28,10
I,0.56,0.445,medium,1.0285,0.4535,0.253,0.275,11
I,0.475,0.42,medium,0.7095,0.35,0.1505,0.1845,8
I,0.61,0.425,medium,,0.507,0.1955,0.27399999999999997,11
I,0.415,0.32,tiny,0.3735,0.175,0.0755,0.109,7
F,0.645,0.51,large,1.6195,0.7815,0.322,0.4675,12
M,0.7,0.54,large,1.74,0.7885,0.373,0.4865,13
M,0.555,0.45,large,0.8740000000000001,0.3275,0.20199999999999999,0.305,10
I,0.41,0.315,tiny,0.3,0.124,0.0575,0.1,8
F,0.595,0.475,medium,1.1405,0.547,0.231,0.271,6
I,0.555,0.425,small,0.648,0.2835,0.133,0.2105,8
F,0.65,0.535,large,1.2895,0.6095,0.2765,0.344,10
F,0.575,0.42,small,0.857,0.461,0.147,0.2125,10
F,0.6,0.475,large,1.088,0.4905,0.2475,0.31,10
I,0.65,0.515,medium,1.1625,0.495,0.203,0.33,17
M,0.55,0.44,medium,0.9155,0.3645,0.195,0.25,8
I,0.41,0.31,tiny,0.315,0.124,0.08199999999999999,0.095,9
F,0.52,0.405,small,0.6435,0.2415,0.1735,0.21,12
I,0.415,0.32,tiny,0.3045,0.1215,0.0735,0.094,7
F,0.815,0.65,large,2.255,0.8905,0.42,0.7975,14
I,0.575,0.44,medium,0.983,0.486,0.215,0.239,8
F,0.515,0.425,small,0.7659999999999999,0.304,0.1725,0.255,14
M,0.46,0.375,small,0.4935,0.18600000000000003,0.0845,0.17,12
I,0.29,0.215,tiny,0.1115,0.053,0.0185,0.032,5
F,0.47,0.36,medium,0.537,0.1725,0.1375,0.195,15
I,0.385,0.305,tiny,0.252,0.0915,0.055,0.09,14
I,0.2,0.145,tiny,0.037000000000000005,0.0125,0.0095,0.011000000000000001,4
F,0.36,0.265,tiny,0.2165,0.096,0.037000000000000005,0.0735,10
F,0.54,0.44,medium,1.0905,0.391,0.2295,0.355,15
F,0.665,0.525,large,1.6440000000000001,0.818,0.3395,0.4275,10
F,0.435,0.395,tiny,0.3635,0.136,0.098,0.13,9
M,0.525,0.41,small,0.99,0.3865,0.243,0.295,15
I,0.325,0.245,tiny,0.1495,0.0605,0.033,0.045,5
I,0.555,0.43,medium,0.7829999999999999,0.345,0.1755,0.247,9
M,0.63,0.495,medium,1.093,0.49700000000000005,0.221,0.315,12
I,0.14,0.105,tiny,0.013999999999999999,0.0055,0.0025,0.004,3
F,0.48,0.38,small,0.608,0.2705,0.1405,0.185,8
F,0.47,0.35,medium,0.5175,0.187,0.1235,0.18,11
M,0.57,0.435,large,0.873,0.382,0.183,0.2705,10
M,0.53,0.415,small,0.8425,0.275,0.1945,0.265,20
M,0.68,0.54,large,1.7885,0.8345,0.408,0.43700000000000006,13
F,0.635,0.505,medium,,0.505,0.2655,0.315,10
I,0.525,0.4,small,0.601,0.2625,0.1285,0.1835,9
F,0.625,0.485,large,1.1745,0.4385,0.2305,0.42,17
M,0.585,0.455,small,1.0270000000000001,0.391,0.212,0.25,17
F,0.58,0.455,medium,0.9215,0.312,0.196,0.3,17
F,0.525,0.425,small,0.8735,0.4205,0.182,0.2225,10
M,0.525,0.395,small,0.7635,0.3375,0.1425,0.225,8
I,0.54,0.425,small,0.8155,0.3675,0.1365,0.24600000000000002,11
M,0.375,0.3,tiny,0.2465,0.10400000000000001,0.0475,0.083,11
I,0.255,0.19,tiny,0.0865,0.0345,0.0205,0.025,5
F,0.595,0.485,medium,1.2515,0.5035,0.2925,0.33,14
I,0.38,0.275,tiny,0.2425,0.106,0.0485,0.21,6
I,0.575,0.45,small,,0.45,0.162,0.225,10
M,0.545,0.425,small,0.8445,0.373,0.21,0.235,10
F,0.52,0.4,small,0.6865,0.295,0.1715,0.185,9
I,0.53,0.405,small,0.632,0.2715,0.14800000000000002,0.1875,9
M,0.59,0.49,small,1.008,0.42200000000000004,0.2245,0.285,11
F,0.6,0.475,medium,1.21,0.653,0.1695,0.3205,10
I,0.6,0.445,small,0.9205,0.445,0.2035,0.253,9
M,0.59,0.47,large,1.1235,0.4205,0.2805,0.36,13
F,0.465,0.39,small,,0.213,0.1075,0.215,15
M,0.65,0.525,large,1.3685,0.5975,0.29600000000000004,0.4,11
I,0.53,0.405,small,0.6615,0.2945,0.1395,0.19,9
F,0.62,0.48,large,,0.40299999999999997,0.245,0.355,14
F,0.655,0.51,medium,1.092,0.396,0.2825,0.37,14
M,0.59,0.5,large,1.187,0.41200000000000003,0.2705,0.37,16
F,0.45,0.335,tiny,0.425,0.1865,0.091,0.115,9
M,0.65,0.515,large,1.3745,0.75,0.1805,0.369,12
I,0.365,0.27,tiny,0.2155,0.0915,0.0475,0.063,6
F,0.615,0.475,large,1.055,0.5429999999999999,0.24600000000000002,0.2345,9
F,0.525,0.415,medium,0.7055,0.32899999999999996,0.147,0.19899999999999998,10
M,0.625,0.48,large,1.2229999999999999,0.565,0.2975,0.3375,10
I,0.46,0.36,small,0.447,0.161,0.087,0.16,9
I,0.55,0.425,medium,,0.33899999999999997,0.17600000000000002,0.21,8
F,0.575,0.485,medium,,0.419,0.264,0.3,14
M,0.64,0.515,medium,,0.632,0.3415,0.358,10
I,0.375,0.285,tiny,0.257,0.1045,0.062,0.075,7
I,0.4,0.29,tiny,,0.1205,0.0605,0.0765,5
M,0.56,0.44,medium,0.8645,0.3305,0.2075,0.26,10
F,0.67,0.545,medium,1.5415,0.5985,0.2565,0.495,15
M,0.385,0.31,tiny,0.2845,0.1065,0.075,0.1,11
I,0.385,0.29,tiny,0.23199999999999998,0.0855,0.0495,0.08,7
F,0.695,0.525,large,1.8185,0.8190000000000001,0.4025,0.4525,13
M,0.495,0.385,small,0.7090000000000001,0.21100000000000002,0.1375,0.262,12
F,0.455,0.355,large,0.594,0.332,0.11599999999999999,0.1335,8
M,0.69,0.525,large,1.7825,0.9165,0.3325,0.461,12
M,0.7,0.55,large,,0.6565,0.2985,0.375,12
M,0.68,0.515,large,,0.8415,0.306,0.395,11
M,0.45,0.345,tiny,0.4115,0.18,0.1125,0.135,7
M,0.48,0.375,small,0.5895,0.2535,0.128,0.172,11
I,0.555,0.43,medium,0.7395,0.3135,0.1435,0.28,10
I,0.355,0.27,tiny,0.1775,0.079,0.0315,0.054000000000000006,6
I,0.435,0.375,tiny,0.4155,0.17,0.076,0.145,8
M,0.27,0.195,tiny,0.106,0.0465,0.018000000000000002,0.036000000000000004,7
I,0.32,0.24,tiny,0.133,0.0585,0.0255,0.040999999999999995,6
M,0.72,0.565,medium,1.187,0.691,0.1945,0.2685,8
I,0.32,0.235,tiny,0.1485,0.064,0.031,0.045,6
I,0.47,0.355,tiny,0.4155,0.16699999999999998,0.084,0.139,7
I,0.535,0.4,small,0.657,0.2835,0.162,0.175,7
F,0.48,0.385,small,0.536,0.1895,0.142,0.17300000000000001,14
F,0.62,0.465,small,1.011,0.479,0.2385,0.255,8
F,0.545,0.405,large,,0.2585,0.207,0.38,18
M,0.425,0.33,tiny,0.361,0.134,0.0825,0.125,7
M,0.295,0.215,tiny,0.129,0.05,0.0295,0.04,7
I,0.455,0.365,small,0.441,0.1515,0.1165,0.145,9
M,0.445,0.35,tiny,0.3615,0.1565,0.0695,0.11699999999999999,8
I,0.41,0.305,tiny,0.3535,0.157,0.0745,0.1,7
M,0.58,0.47,medium,0.9975,0.3935,0.242,0.33,10
I,0.5,0.39,small,0.5955,0.2455,0.147,0.17300000000000001,8
M,0.535,0.44,medium,0.6765,0.256,0.139,0.26,12
F,0.605,0.47,medium,1.0835,0.5405,0.2215,0.275,12
M,0.555,0.4,small,0.7075,0.332,0.1585,0.18,7
F,0.4,0.325,small,0.3185,0.134,0.0565,0.095,8
M,0.525,0.405,small,0.7575,0.3305,0.21600000000000003,0.195,10
I,0.525,0.43,medium,0.7365,0.3225,0.161,0.215,11
I,0.44,0.345,tiny,0.366,0.122,0.0905,0.12,13
M,0.7,0.55,large,1.6245,0.675,0.34700000000000003,0.535,13
F,0.635,0.5,medium,1.376,0.6495,0.361,0.31,10
F,0.565,0.48,large,0.9570000000000001,0.3885,0.215,0.275,18
M,0.62,0.48,medium,1.2555,0.527,0.374,0.3175,11
I,0.285,0.22,tiny,,0.0405,0.0205,0.03,5
M,0.65,0.525,large,1.6125,0.777,0.3685,0.3965,11
M,0.555,0.445,small,,0.336,0.1625,0.275,13
M,0.65,0.525,large,1.3455,0.586,0.278,0.3865,9
I,0.365,0.265,small,,0.105,0.047,0.0605,7
F,0.615,0.495,medium,1.255,0.5815,0.3195,0.3225,12
M,0.58,0.455,medium,,0.4765,0.2155,0.265,8
F,0.695,0.56,large,1.7715,0.8195,0.331,0.43700000000000006,10
F,0.36,0.265,tiny,0.2065,0.078,0.057,0.06,8
M,0.63,0.515,large,1.385,0.6355,0.2955,0.38,11
I,0.295,0.23,tiny,0.1625,0.065,0.05,0.0385,5
F,0.6,0.47,large,1.0805,0.4995,0.2245,0.3205,9
M,0.165,0.125,tiny,0.0245,0.0095,0.0045,0.008,4
I,0.425,0.34,tiny,0.3515,0.1625,0.08199999999999999,0.094,7
M,0.57,0.455,medium,0.8320000000000001,0.3585,0.174,0.27699999999999997,11
I,0.405,0.305,tiny,,0.1145,0.053,0.085,7
M,0.385,0.285,tiny,0.2905,0.1215,0.0685,0.0875,12
I,0.305,0.23,tiny,0.1455,0.0595,0.0305,0.05,6
F,0.56,0.455,medium,0.9670000000000001,0.4525,0.207,0.27399999999999997,9
M,0.62,0.515,large,1.2209999999999999,0.535,0.24100000000000002,0.395,13
I,0.435,0.335,tiny,0.38299999999999995,0.1555,0.0675,0.135,12
M,0.52,0.38,small,0.5825,0.2505,0.1565,0.175,8
M,0.65,0.52,large,,0.615,0.2775,0.336,9
M,0.535,0.41,medium,0.8105,0.345,0.187,0.24,11
M,0.47,0.365,small,0.612,0.327,0.15,0.14,8
M,0.5,0.42,small,0.6765,0.302,0.1415,0.2065,9
M,0.65,0.525,large,1.4275,0.69,0.306,0.4355,13
I,0.55,0.435,small,0.7535,0.3285,0.1555,0.2325,10
M,0.36,0.295,tiny,,0.0865,0.053,0.095,8
M,0.595,0.455,medium,1.044,0.518,0.2205,0.27,9
M,0.5,0.39,small,0.7090000000000001,0.275,0.168,0.18,11
M,0.465,0.36,tiny,0.488,0.188,0.0845,0.19,10
I,0.3,0.23,tiny,,0.055999999999999994,0.0365,0.037000000000000005,6
I,0.61,0.475,medium,0.9665,0.4145,0.2,0.345,10
I,0.445,0.32,small,0.37799999999999995,0.152,0.0825,0.12,8
I,0.435,0.335,tiny,0.3295,0.129,0.07,0.11,7
I,0.345,0.255,tiny,0.2005,0.105,0.037000000000000005,0.05,5
M,0.5,0.355,small,0.528,0.2125,0.149,0.14,9
M,0.415,0.31,tiny,0.3245,0.1305,0.0735,0.115,8
F,0.63,0.495,large,1.4255,0.659,0.336,0.38,11
M,0.52,0.4,small,,0.298,0.1805,0.265,15
I,0.375,0.28,tiny,0.2025,0.0825,0.048,0.065,8
I,0.44,0.335,tiny,,0.175,0.0835,0.111,7
I,0.35,0.26,tiny,0.21100000000000002,0.086,0.055999999999999994,0.068,7
M,0.625,0.47,large,1.1665,0.4605,0.2565,0.3945,11
F,0.625,0.48,large,1.3525,0.6235,0.278,0.365,10
I,0.55,0.435,medium,,0.34,0.19399999999999998,0.244,8
I,0.485,0.39,small,0.591,0.287,0.141,0.12,9
I,0.28,0.21,tiny,0.1065,0.039,0.0295,0.03,4
M,0.53,0.435,medium,0.6990000000000001,0.28800000000000003,0.1595,0.205,10
I,0.54,0.425,small,0.742,0.32,0.1395,0.25,9
I,0.335,0.24,tiny,0.17,0.062,0.039,0.055,9
I,0.405,0.25,tiny,0.2875,0.128,0.063,0.0805,7
M,0.585,0.51,medium,,0.639,0.24100000000000002,0.3,11
I,0.27,0.205,tiny,0.084,0.03,0.0185,0.028999999999999998,6
M,0.7,0.55,large,1.5230000000000001,0.693,0.306,0.4405,13
I,0.63,0.475,medium,1.0605,0.5165,0.2195,0.28,10
M,0.46,0.355,small,0.491,0.207,0.115,0.174,10
F,0.58,0.45,large,0.8265,0.4035,0.17300000000000001,0.225,9
F,0.585,0.45,medium,0.9045,0.405,0.2215,0.2335,8
M,0.475,0.385,medium,0.6175,0.235,0.10800000000000001,0.215,14
M,0.45,0.335,small,0.349,0.11900000000000001,0.1055,0.115,10
I,0.405,0.3,tiny,0.2885,0.138,0.0635,0.0765,6
M,0.65,0.52,large,1.676,0.693,0.44,0.47,15
M,0.605,0.455,medium,1.1035,0.42100000000000004,0.3015,0.325,9
M,0.485,0.355,small,0.547,0.215,0.1615,0.14,10
F,0.655,0.46,medium,1.494,0.6895,0.331,0.1825,9
M,0.565,0.43,small,,0.3495,0.1885,0.213,9
I,0.41,0.335,tiny,,0.1405,0.064,0.105,7
F,0.695,0.535,large,1.8385,0.8035,0.396,0.503,10
I,0.515,0.415,small,0.7125,0.285,0.152,0.245,10
M,0.62,0.505,large,1.5275,0.69,0.368,0.35,13
F,0.395,0.3,tiny,0.3375,0.1435,0.0755,0.098,12
F,0.65,0.545,medium,1.5659999999999998,0.6645,0.3455,0.415,16
F,0.56,0.445,large,0.981,0.305,0.2245,0.335,16
I,0.425,0.31,tiny,0.301,0.1385,0.065,0.08,7
I,0.44,0.345,small,,0.1655,0.083,0.11,7
I,0.415,0.31,tiny,0.311,0.1125,0.0625,0.115,8
M,0.585,0.47,medium,,0.8,0.22899999999999998,0.295,10
I,0.27,0.205,tiny,,0.059000000000000004,0.031,0.0305,4
I,0.415,0.31,tiny,0.3595,0.16699999999999998,0.083,0.0915,6
F,0.645,0.55,large,1.2915,0.57,0.3045,0.33,14
F,0.67,0.505,large,1.0145,0.4375,0.271,0.3745,10
I,0.52,0.405,small,0.5775,0.2,0.145,0.179,11
M,0.56,0.45,medium,,0.3595,0.271,0.35,10
I,0.465,0.37,tiny,0.445,0.1635,0.096,0.166,7
M,0.645,0.495,medium,,0.603,0.2225,0.33899999999999997,9
M,0.765,0.585,large,2.398,1.128,0.512,0.5335,12
I,0.49,0.385,tiny,0.6829999999999999,0.3265,0.1615,0.165,13
I,0.135,0.13,tiny,0.028999999999999998,0.0125,0.0065,0.008,4
M,0.66,0.515,medium,1.4415,0.7055,0.3555,0.335,10
F,0.575,0.46,medium,1.124,0.2985,0.1785,0.44,13
M,0.615,0.495,large,1.304,0.5795,0.3115,0.371,14
F,0.605,0.485,medium,1.0565,0.37,0.2355,0.355,10
F,0.445,0.325,small,,0.1785,0.1125,0.14,9
F,0.58,0.475,medium,0.9740000000000001,0.4305,0.23,0.285,10
M,0.58,0.45,medium,0.927,0.276,0.1815,0.36,14
I,0.185,0.375,small,0.4645,0.196,0.1045,0.15,6
F,0.58,0.45,large,0.9705,0.4615,0.23199999999999998,0.248,9
I,0.58,0.435,medium,0.8915,0.363,0.1925,0.2515,6
F,0.495,0.38,small,0.573,0.2655,0.1285,0.14400000000000002,7
M,0.615,0.485,large,0.9615,0.42200000000000004,0.17600000000000002,0.29,11
I,0.465,0.375,small,0.47100000000000003,0.222,0.11900000000000001,0.14,9
F,0.605,0.485,medium,1.2009999999999998,0.41700000000000004,0.2875,0.38,9
M,0.575,0.455,medium,1.165,0.581,0.2275,0.3,14
I,0.43,0.325,tiny,0.3675,0.1355,0.0935,0.12,13
F,0.53,0.41,medium,0.8115,0.24,0.16899999999999998,0.24,19
F,0.62,0.49,medium,1.056,0.493,0.244,0.2725,9
M,0.54,0.405,medium,0.9715,0.3225,0.19399999999999998,0.29,19
I,0.605,0.435,small,0.9025,0.43200000000000005,0.174,0.26,11
I,0.215,0.165,tiny,,0.0265,0.0125,0.0185,5
F,0.625,0.475,medium,1.3335,0.605,0.2875,0.319,10
M,0.59,0.465,medium,1.136,0.5245,0.2615,0.275,11
I,0.55,0.42,small,,0.294,0.14400000000000002,0.1755,8
I,0.165,0.12,tiny,0.0215,0.006999999999999999,0.005,0.005,3
F,0.54,0.42,small,0.7505,0.368,0.1675,0.1845,9
F,0.52,0.425,medium,0.813,0.385,0.2015,0.23,10
F,0.55,0.405,small,0.6509999999999999,0.2965,0.13699999999999998,0.2,9
I,0.63,0.465,medium,1.0315,0.4265,0.24,0.325,11
I,0.445,0.325,tiny,0.37799999999999995,0.1795,0.1,0.08900000000000001,7
M,0.63,0.465,medium,1.0270000000000001,0.537,0.188,0.17600000000000002,8
F,0.545,0.415,large,1.358,0.5670000000000001,0.318,0.40299999999999997,10
F,0.525,0.43,medium,0.7170000000000001,0.289,0.1745,0.195,10
F,0.565,0.45,medium,0.8495,0.4215,0.1685,0.225,8
M,0.4,0.305,small,,0.096,0.0675,0.105,9
M,0.635,0.51,large,1.308,0.544,0.318,0.377,8
F,0.635,0.475,medium,1.1845,0.5329999999999999,0.307,0.29100000000000004,10
I,0.325,0.24,tiny,0.152,0.0565,0.0305,0.054000000000000006,8
F,0.695,0.55,medium,1.6365,0.6940000000000001,0.3005,0.44,13
M,0.48,0.365,small,0.6015,0.312,0.11699999999999999,0.14,7
M,0.7,0.565,large,1.8565,0.8445,0.3935,0.54,10
F,0.655,0.52,large,,0.713,0.314,0.466,9
F,0.475,0.365,small,0.4805,0.1905,0.114,0.1475,12
M,0.5,0.4,medium,0.6025,0.21600000000000003,0.138,0.21,11
I,0.305,0.215,tiny,0.1075,0.044000000000000004,0.0205,0.038,5
M,0.6,0.475,large,1.1315,0.508,0.272,0.309,10
M,0.655,0.515,large,1.3730000000000002,0.44299999999999995,0.3375,0.49,16
I,0.565,0.43,small,0.8545,0.321,0.1775,0.275,11
M,0.485,0.365,medium,,0.4235,0.2285,0.313,8
F,0.615,0.475,large,,0.4695,0.2355,0.345,14
F,0.625,0.48,medium,1.2035,0.5865,0.239,0.3185,12
M,0.41,0.325,tiny,,0.146,0.07200000000000001,0.105,9
I,0.21,0.15,tiny,0.042,0.0175,0.0125,0.015,4
M,0.405,0.305,small,0.3185,0.1235,0.0905,0.095,7
I,0.415,0.31,tiny,0.34,0.18100000000000002,0.057,0.083,6
M,0.595,0.49,large,1.185,0.48200000000000004,0.2015,0.361,10
I,0.35,0.26,tiny,0.174,0.0705,0.0345,0.06,10
M,0.465,0.405,small,,0.436,0.1715,0.1455,10
I,0.455,0.345,tiny,0.434,0.207,0.0855,0.1215,8
I,0.215,0.15,tiny,0.040999999999999995,0.015,0.009000000000000001,0.0125,3
I,0.515,0.39,small,0.5705,0.23800000000000002,0.1265,0.185,8
F,0.46,0.33,medium,0.5325,0.2085,0.1805,0.125,10
M,0.625,0.515,medium,1.217,0.667,0.2065,0.3115,10
M,0.57,0.47,medium,1.186,0.6355,0.2315,0.27699999999999997,10
I,0.18,0.125,tiny,0.0265,0.0095,0.0055,0.0085,4
F,0.55,0.43,small,0.7135,0.2565,0.18600000000000003,0.225,9
M,0.565,0.435,large,1.032,0.354,0.2045,0.31,20
M,0.63,0.485,large,1.3,0.4335,0.2945,0.46,23
F,0.505,0.41,medium,0.6345,0.243,0.1335,0.215,17
F,0.63,0.48,large,1.3675,0.5015,0.3035,0.515,17
F,0.48,0.4,small,0.759,0.2125,0.179,0.24,15
M,0.585,0.465,medium,0.98,0.4315,0.2545,0.247,9
I,0.515,0.395,small,0.556,0.2695,0.096,0.17,8
M,0.505,0.365,tiny,0.521,0.25,0.096,0.15,8
M,0.62,0.47,medium,,0.5870000000000001,0.4405,0.325,9
I,0.275,0.2,tiny,0.1165,0.0565,0.013000000000000001,0.035,7
I,0.48,0.39,medium,,0.2315,0.121,0.255,15
F,0.58,0.455,large,0.9075,0.374,0.2135,0.285,13
M,0.51,0.415,medium,0.7509999999999999,0.3295,0.1835,0.203,8
F,0.425,0.35,tiny,0.4425,0.175,0.0755,0.175,7
M,0.5,0.39,small,0.6595,0.3145,0.1535,0.1565,6
I,0.455,0.37,tiny,0.514,0.2385,0.1235,0.126,8
M,0.45,0.34,small,0.3715,0.1605,0.0795,0.105,9
I,0.53,0.415,medium,0.9440000000000001,0.3845,0.185,0.265,21
I,0.47,0.355,small,0.3685,0.126,0.0835,0.1365,6
F,0.605,0.49,medium,1.1345,0.4305,0.2525,0.35,10
F,0.58,0.45,large,1.071,0.3,0.20600000000000002,0.395,14
F,0.625,0.49,large,1.3825,0.5895,0.285,0.381,11
M,0.395,0.28,tiny,0.266,0.0995,0.066,0.09,12
F,0.625,0.5,medium,1.288,0.573,0.3035,0.315,9
F,0.725,0.6,large,1.7369999999999999,0.6970000000000001,0.3585,0.595,11
F,0.61,0.48,medium,1.234,0.598,0.23800000000000002,0.315,12
I,0.545,0.43,small,0.687,0.2615,0.1405,0.25,9
I,0.37,0.275,tiny,0.2065,0.096,0.0395,0.057999999999999996,7
M,0.615,0.49,large,1.145,0.4915,0.20800000000000002,0.34299999999999997,13
I,0.475,0.35,tiny,0.498,0.2375,0.099,0.14,7
M,0.645,0.485,medium,1.2215,0.5695,0.2735,0.33,9
F,0.52,0.46,medium,,0.523,0.1985,0.254,7
F,0.62,0.485,large,1.271,0.531,0.3075,0.37,11
F,0.625,0.49,tiny,1.136,0.5265,0.1915,0.2925,9
I,0.215,0.15,tiny,0.0385,0.0115,0.005,0.01,5
I,0.525,0.405,medium,0.795,0.3075,0.205,0.255,14
I,0.575,0.45,small,0.8145,0.40299999999999997,0.1715,0.213,10
M,0.465,0.36,tiny,0.4955,0.2665,0.085,0.121,7
M,0.63,0.485,medium,1.2429999999999999,0.623,0.275,0.3,10
M,0.48,0.375,tiny,,0.3205,0.1065,0.17,6
M,0.49,0.39,medium,0.573,0.225,0.124,0.17,21
M,0.67,0.5,large,1.5190000000000001,0.616,0.38799999999999996,0.415,10
I,0.62,0.49,medium,1.0659999999999998,0.446,0.24600000000000002,0.305,11
M,0.57,0.42,small,0.8745,0.41600000000000004,0.165,0.25,8
M,0.67,0.51,large,1.5265,0.6509999999999999,0.4475,0.345,10
I,0.365,0.26,tiny,,0.0935,0.0445,0.07,9
M,0.58,0.46,medium,1.0490000000000002,0.5205,0.1935,0.305,10
I,0.375,0.285,tiny,0.237,0.106,0.0395,0.08,8
I,0.555,0.395,small,0.5585,0.222,0.1245,0.17,9
I,0.495,0.38,small,0.512,0.233,0.1205,0.136,7
I,0.55,0.435,small,0.7995,0.295,0.1905,0.23800000000000002,10
F,0.47,0.375,small,0.5615,0.252,0.13699999999999998,0.18,10
I,0.405,0.3,tiny,0.304,0.1455,0.061,0.0805,6
I,0.505,0.405,small,0.6015,0.3015,0.11,0.18,8
I,0.5,0.37,tiny,0.5745,0.306,0.11199999999999999,0.141,7
F,0.675,0.535,medium,1.41,0.5920000000000001,0.3175,0.42,16
M,0.58,0.465,medium,0.9065,0.371,0.1965,0.29,8
M,0.64,0.52,large,,0.5660000000000001,0.304,0.455,17
F,0.695,0.56,large,1.834,0.8455,0.42200000000000004,0.455,11
M,0.555,0.435,medium,0.9205,0.40399999999999997,0.2275,0.255,8
I,0.47,0.385,small,0.5870000000000001,0.264,0.11699999999999999,0.174,8
I,0.385,0.3,tiny,0.302,0.152,0.0615,0.0735,7
M,0.6,0.46,medium,0.6655,0.285,0.149,0.26899999999999996,11
F,0.41,0.305,tiny,0.363,0.1735,0.065,0.11,11
F,0.635,0.5,large,1.29,0.593,0.3045,0.35200000000000004,8
I,0.535,0.42,medium,,0.273,0.1515,0.237,9
M,0.61,0.48,large,1.137,0.4565,0.29,0.34700000000000003,10
I,0.52,0.4,small,0.5825,0.233,0.1365,0.18,10
F,0.57,0.42,medium,0.8875,0.4315,0.1915,0.223,8
F,0.56,0.445,large,0.903,0.3575,0.2045,0.295,9
M,0.485,0.41,medium,0.696,0.2405,0.1625,0.265,13
I,0.185,0.135,tiny,0.032,0.011000000000000001,0.0065,0.01,4
I,0.335,0.25,tiny,,0.0705,0.044000000000000004,0.055,7
M,0.63,0.515,medium,1.2590000000000001,0.4105,0.19699999999999998,0.41,13
F,0.685,0.565,large,1.6380000000000001,0.7775,0.375,0.43799999999999994,11
F,0.37,0.295,tiny,0.2685,0.1165,0.055999999999999994,0.0835,7
F,0.57,0.44,small,,0.3785,0.201,0.305,17
F,0.69,0.58,large,1.6580000000000001,0.708,0.3615,0.4715,10
M,0.415,0.305,tiny,0.325,0.156,0.0505,0.091,6
M,0.465,0.355,small,0.5315,0.2725,0.09699999999999999,0.1395,8
